X,Y,OBJECTID,VEH_CRASH_KEY,VEH_UNITKEY,CASENUMBER,DRIVERAGE,DRIVERGEN,DL_STATE,CHARGED,ALCRESULT,DRUGTEST,DRUGRESULT,DRIVERCOND,VISIONOBS,DCONTCIRC1,DCONTCIRC2,VCONFIG,CARGOBODY,VYEAR,MAKE,MODEL,STYLE,VLP_STATE,OCCUPANTS,VACTION,SEQEVENTS1,SEQEVENTS2,SEQEVENTS3,SEQEVENTS4,MOSTHARM,SPEEDLIMIT,TRAFCONT,FIXOBJSTR,MOSTDAMAGE,DAMAGE,CSEVERITY,MAJORCAUSE,CSURFCOND,DRUGALCREL,ROADTYPE,WZ_RELATED,FATALITIES,CRASH_YEAR,XCOORD,YCOORD,FROM_MEASURE,TO_MEASURE,ROUTEID,CRASH_DATETIME,CRASH_DATETIME_UTC,CRASH_DATETIME_UTC_OFFSET,REST_UPDATED,REST_UPDATED_UTC_OFFSET,GLOBALID
-10291134.2694,5241329.63,700001,2014021206,2014021206001,2014802172,74,F,IA,1,0.0,1,77,1,1,40,77,1,1,2008,Toyo,Avalon Xl/xl,SEDAN 4 DOOR,IA,2,1,33,77,77,77,33,25,4,28,3,3,5,7,1,8,12,,0,2014,545427,4709232,,,,,,,2024/08/09 13:53:33+00,,{871F46F4-799C-42A6-AEAA-BDFD69C8CF7C}
-10291134.2694,5241329.63,700002,2014021206,2014021206002,2014802172,71,M,IA,77,0.0,1,77,1,1,88,77,3,1,2006,Ford,Freestyle Li,SPORT VAN,IA,2,1,33,77,77,77,33,20,1,28,12,3,5,7,1,8,12,,0,2014,545427,4709232,,,,,,,2024/08/09 13:53:33+00,,{1FDE94F7-8B0E-4AC0-A746-E681F0C01185}
-10293193.4041,5233770.6086,700003,2014021207,2014021207001,2014802173,19,M,IA,1,0.0,1,77,1,1,7,77,1,1,2006,Pont,G6 Se 1,SEDAN 4 DOOR,IA,1,1,33,77,77,77,33,45,2,28,6,4,5,24,1,8,12,1.0,0,2014,543943,4703664,,,,,,,2024/08/09 13:53:33+00,,{1E37AFE2-9F20-48C6-9965-6D5D1386123C}
-10242729.2058,5114193.9682,700004,2014021868,2014021868001,2014802912,53,M,IA,77,0.0,1,77,1,1,5,77,1,1,2009,NR,NR,NR,IL,1,8,3,20,77,77,20,70,1,28,3,3,5,20,4,8,21,,0,2014,582224,4615486,,,,,,,2024/08/09 13:53:33+00,,{18A27405-11E6-4821-AD8F-8909EBF6D045}
-10252276.1821,5128622.2061,700005,2014021869,2014021869001,2014802913,37,F,IA,77,0.0,1,77,77,77,88,77,2,77,2011,GMC,Sierra K1500,4 DOOR EXT C,IA,1,77,31,77,77,77,31,777,77,28,77,77,5,1,77,8,77,,0,2014,574974,4626146,,,,,,,2024/08/09 13:53:33+00,,{41564ABA-2AE2-4682-81AD-8877FF4C42D5}
-10230715.0852,5114291.1146,700006,2014021870,2014021870001,2014802914,41,M,IA,77,0.0,1,77,77,77,88,77,4,77,2010,Chry,Town & Count,SPORT VAN,IA,1,77,31,77,77,77,31,777,77,28,77,77,5,1,77,8,77,,0,2014,591205,4615667,,,,,,,2024/08/09 13:53:33+00,,{6E9E8C37-2165-4126-8457-9FB3793EE442}
-10249870.5864,5108437.5,700007,2014021871,2014021871001,2014802915,17,F,IA,77,0.0,1,77,1,1,6,77,1,1,2008,NR,NR,NR,IA,1,1,2,44,20,77,20,50,1,5,13,5,5,43,6,8,1,,0,2014,576931,4611138,,,,,,,2024/08/09 13:53:33+00,,{AABC1CA0-5749-4FF2-B4B1-2031F8C26FA1}
-10252487.2471,5099518.0604,700008,2014021872,2014021872001,2014802916,18,F,IA,77,0.0,1,77,77,77,88,77,1,77,1997,Toyo,Camry CE/LE/,SEDAN 4 DOOR,IA,1,77,31,77,77,77,31,777,77,28,77,77,5,1,77,8,77,,0,2014,575043,4604467,,,,,,,2024/08/09 13:53:33+00,,{18D90838-44AA-417F-99DE-E69578FB57D0}
-10245646.4055,5133196.8214,700009,2014021873,2014021873001,2014802917,38,F,IA,77,0.0,1,77,77,77,88,77,1,77,1998,Buic,Lesabre Limi,SEDAN 4 DOOR,IA,1,77,31,77,77,77,31,777,77,28,77,77,5,1,77,8,77,,0,2014,579885,4629601,,,,,,,2024/08/09 13:53:33+00,,{9A92AECA-3253-4717-BE21-3C10ED967B02}
-10252952.521,5099728.0341,700010,2014021874,2014021874001,2014802918,36,M,IA,77,0.0,1,77,1,1,6,15,7,3,2003,Frei,Conventional,TANDEM,IA,1,1,4,1,20,77,20,55,1,28,13,5,4,16,1,8,1,,0,2014,574693,4604620,,,,,,,2024/08/09 13:53:33+00,,{7AB501F7-9D13-4D46-A580-8012A0D29EE7}
