X,Y,OBJECTID,VEH_CRASH_KEY,VEH_UNITKEY,CASENUMBER,DRIVERAGE,DRIVERGEN,DL_STATE,CHARGED,ALCRESULT,DRUGTEST,DRUGRESULT,DRIVERCOND,VISIONOBS,DCONTCIRC1,DCONTCIRC2,VCONFIG,CARGOBODY,VYEAR,MAKE,MODEL,STYLE,VLP_STATE,OCCUPANTS,VACTION,SEQEVENTS1,SEQEVENTS2,SEQEVENTS3,SEQEVENTS4,MOSTHARM,SPEEDLIMIT,TRAFCONT,FIXOBJSTR,MOSTDAMAGE,DAMAGE,CSEVERITY,MAJORCAUSE,CSURFCOND,DRUGALCREL,ROADTYPE,WZ_RELATED,FATALITIES,CRASH_YEAR,XCOORD,YCOORD,FROM_MEASURE,TO_MEASURE,ROUTEID,CRASH_DATETIME,CRASH_DATETIME_UTC,CRASH_DATETIME_UTC_OFFSET,REST_UPDATED,REST_UPDATED_UTC_OFFSET,GLOBALID
-10465453.4728,5103396.0123,600001,2015860817,2015860817001,2015860817,,,,,,,,,,,,1,1,2013,Chevrolet,MALIBU,4D,CO,1,99,33,1,65,77,33,35,1,26,12,5,1,23,1,5,1,,1,2015,415620,4607463,,,,,,,2024/08/09 13:53:33+00,,{C03713C4-E86D-452F-B26F-2C6E54CD6DE9}
-10465453.4728,5103396.0123,600002,2015860817,2015860817002,2015860817,,,,,,,,,,,,1,1,2001,PONT,GRAND PRIX,2D,IA,1,1,33,1,54,65,33,35,1,15,6,5,1,23,1,5,1,,1,2015,415620,4607463,,,,,,,2024/08/09 13:53:33+00,,{C1D976D5-8735-4853-8350-1CF0874CD823}
-10488618.9209,5085604.3722,600003,2015860818,2015860818001,2015860818,52.0,M,IA,1.0,10.0,1.0,,1.0,1.0,88.0,77.0,3,1,2001,Chevrolet,SUBURBAN,SUV,IA,2,1,6,3,52,77,52,70,1,13,11,4,5,44,1,8,1,,0,2015,398094,4594409,,,,,,,2024/08/09 13:53:33+00,,{03EA4337-EB57-4B6E-B42F-2CF497D65B06}
-10205418.8018,5153319.5459,600004,2015860819,2015860819001,2015860819,200.0,NR,XX,77.0,10.0,77.0,,77.0,77.0,55.0,77.0,7,1,2007,Internationa,FLATBED,WRECKER,IA,0,98,8,75,35,77,35,35,1,28,98,1,5,59,1,8,1,,0,2015,609670,4644943,,,,,,,2024/08/09 13:53:33+00,,{9CDB7A03-2A0A-40FF-B17D-BC19F5A2D7B8}
-10599810.8896,5013519.9095,600005,2015861573,2015861573001,2015861573,9.0,NR,IA,77.0,10.0,1.0,,1.0,1.0,16.0,58.0,4,1,2004,Dodge,GRAND CARAVA,VN,IA,2,1,4,38,77,77,38,25,1,28,11,2,5,48,2,8,1,,0,2015,313334,4542017,,,,,,,2024/08/09 13:53:33+00,,{3EC8A4BA-ADB8-4094-9EDF-5A6A4FFDED56}
-10599810.8896,5013519.9095,600006,2015861573,2015861573002,2015861573,200.0,NR,XX,77.0,10.0,77.0,,77.0,77.0,88.0,77.0,3,1,2005,BUIC,RENDEZVOUS,CX,IA,0,12,35,38,77,77,38,25,1,28,9,2,5,48,2,8,1,,0,2015,313334,4542017,,,,,,,2024/08/09 13:53:33+00,,{CFC46290-8D33-444C-9118-2384894FA90F}
-10277078.2656,5155597.2194,600007,2015861574,2015861574001,2015861574,69.0,M,IA,77.0,10.0,1.0,,77.0,77.0,88.0,77.0,13,77,2003,Freightliner,NR,SEMI TRACTOR,IA,1,77,31,77,77,77,31,777,77,28,77,77,5,1,77,8,77,,0,2015,556301,4646009,,,,,,,2024/08/09 13:53:33+00,,{AC705CC2-4722-4B26-9FB2-2A857B2D9B8C}
-10670646.6007,5050193.2482,600008,2015862424,2015862424002,2015862424,57.0,M,IA,77.0,10.0,1.0,,1.0,1.0,88.0,77.0,2,1,2003,DODG,R15,PK,IA,1,1,33,33,77,77,33,25,1,28,5,3,5,24,1,8,1,,0,2015,260721,4571124,,,,,,,2024/08/09 13:53:33+00,,{89191632-8A6B-4F2A-9005-FF60119DFFD3}
-10670646.6007,5050193.2482,600009,2015862424,2015862424003,2015862424,27.0,M,IA,1.0,10.0,1.0,,1.0,1.0,7.0,77.0,2,1,1994,Dodge,150,TRUCK,IN,1,1,33,77,77,77,33,25,1,28,12,4,5,24,1,8,1,,0,2015,260721,4571124,,,,,,,2024/08/09 13:53:33+00,,{F9F787EF-CF07-4B2F-A826-184D3E3C8D6D}
-10482431.935,5141061.3736,600010,2015862425,2015862425001,2015862425,27.0,M,IA,77.0,10.0,1.0,,1.0,1.0,6.0,77.0,8,3,1997,Kenworth,TT,SEMI,IA,1,1,1,20,44,77,20,45,1,5,3,4,5,42,10,8,1,,0,2015,403292,4635654,,,,,,,2024/08/09 13:53:33+00,,{A389730A-3D73-4C54-8F72-3512BEEA38DA}
