X,Y,OBJECTID,VEH_CRASH_KEY,VEH_UNITKEY,CASENUMBER,DRIVERAGE,DRIVERGEN,DL_STATE,CHARGED,ALCRESULT,DRUGTEST,DRUGRESULT,DRIVERCOND,VISIONOBS,DCONTCIRC1,DCONTCIRC2,VCONFIG,CARGOBODY,VYEAR,MAKE,MODEL,STYLE,VLP_STATE,OCCUPANTS,VACTION,SEQEVENTS1,SEQEVENTS2,SEQEVENTS3,SEQEVENTS4,MOSTHARM,SPEEDLIMIT,TRAFCONT,FIXOBJSTR,MOSTDAMAGE,DAMAGE,CSEVERITY,MAJORCAUSE,CSURFCOND,DRUGALCREL,ROADTYPE,WZ_RELATED,FATALITIES,CRASH_YEAR,XCOORD,YCOORD,FROM_MEASURE,TO_MEASURE,ROUTEID,CRASH_DATETIME,CRASH_DATETIME_UTC,CRASH_DATETIME_UTC_OFFSET,REST_UPDATED,REST_UPDATED_UTC_OFFSET,GLOBALID
-10342475.6926,5168411.6819,750001,2014038861,2014038861002,2014822101,88,M,NC,77,0.0,1,77,1,1,88,77,1,1,2015,NR,NR,NR,IL,2,1,33,77,77,77,33,25,1,28,9,2,5,22,1,8,1,,0,2014,507610,4655287,,,,,,,2024/08/09 13:53:33+00,,{1BC2DE91-45DA-4459-B342-0F479E9EA5AD}
-10342965.931,5161239.9263,750002,2014038862,2014038862001,2014822102,26,M,IA,77,0.0,1,77,1,1,88,77,2,1,2011,Toyo,Tundra Doubl,CREW PICKUP,IA,1,1,33,77,77,77,33,45,4,28,3,2,5,7,6,8,12,,0,2014,507251,4649973,,,,,,,2024/08/09 13:53:33+00,,{389EC5F5-E069-40FF-B076-6B98F1BC243D}
-10342965.931,5161239.9263,750003,2014038862,2014038862002,2014822102,16,F,IA,77,0.0,1,77,1,1,40,77,1,1,2002,Buic,Century Cust,SEDAN 4 DOOR,IA,1,3,33,77,77,77,33,25,4,28,10,2,5,7,6,8,12,,0,2014,507251,4649973,,,,,,,2024/08/09 13:53:33+00,,{0BBCDF19-4210-4AB3-B73F-B03BB53E403F}
-10552756.3117,5361088.7822,750004,2014038863,2014038863001,2014822103,64,M,IA,77,0.0,1,77,1,1,99,77,2,1,2006,NR,NR,NR,IA,1,9,33,77,77,77,33,35,4,28,6,2,5,71,2,8,1,,0,2014,354293,4798124,,,,,,,2024/08/09 13:53:33+00,,{B22FAA6B-7857-4E37-AB14-D600A20E40AE}
-10552756.3117,5361088.7822,750005,2014038863,2014038863002,2014822103,18,M,IA,77,0.0,1,77,1,1,88,77,1,1,1999,Hond,Accord EX,COUPE,IA,2,1,33,77,77,77,33,35,1,28,3,2,5,71,2,8,1,,0,2014,354293,4798124,,,,,,,2024/08/09 13:53:33+00,,{F5B7C495-B184-42F3-8512-99ACEC8ED849}
-10526433.3522,5364161.1544,750006,2014038864,2014038864001,2014822104,20,M,IA,77,0.0,1,77,1,1,5,77,1,1,1997,NR,NR,NR,IA,1,1,1,59,44,77,59,55,1,20,10,2,5,20,1,8,1,,0,2014,373508,4799968,,,,,,,2024/08/09 13:53:33+00,,{3CEFC772-8A8F-4C0A-8E22-552318545AEA}
-10517731.1394,5375918.8216,750007,2014038865,2014038865001,2014822105,21,M,IA,1,0.0,1,77,1,1,3,6,1,1,2011,Mits,Lancer Es/es,SEDAN 4 DOOR,IA,1,1,1,44,20,77,20,55,1,5,13,5,5,21,2,8,1,,0,2014,379996,4808378,,,,,,,2024/08/09 13:53:33+00,,{CB09EEED-CACD-4FB6-BFBE-880F611792BD}
-10038930.6409,5142972.069,750008,2014038866,2014038866001,2014822109,21,F,IA,77,0.131,1,77,6,1,98,77,1,1,2009,Chev,Aveo Ls,SEDAN 4 DOOR,IA,1,1,35,1,47,77,47,35,1,8,14,5,4,42,1,3,1,,0,2014,733892,4640259,,,,,,,2024/08/09 13:53:33+00,,{4041DFF5-B4CB-4A1D-8F04-240404135F8E}
-10038930.6409,5142972.069,750009,2014038866,2014038866002,2014822109,99,NR,XX,77,0.0,77,77,98,1,88,77,2,1,2005,Ford,F250 Super D,4 DOOR EXT C,IA,0,12,33,77,77,77,33,35,1,28,8,3,4,42,1,3,1,,0,2014,733892,4640259,,,,,,,2024/08/09 13:53:33+00,,{73D55BFF-16C2-4A16-9E3F-E305BB498FC5}
-10443542.4885,5012056.4841,750010,2014038867,2014038867001,2014822110,31,F,IA,77,0.0,1,77,1,1,98,77,1,1,2004,Chry,Sebring LXI,SEDAN 4 DOOR,IA,3,1,4,33,77,77,33,55,1,28,2,3,5,16,6,8,4,,0,2014,431376,4538863,,,,,,,2024/08/09 13:53:33+00,,{A35B06B3-50D4-4B92-B28D-317CF80A0A2A}
