X,Y,OBJECTID,VEH_CRASH_KEY,VEH_UNITKEY,CASENUMBER,DRIVERAGE,DRIVERGEN,DL_STATE,CHARGED,ALCRESULT,DRUGTEST,DRUGRESULT,DRIVERCOND,VISIONOBS,DCONTCIRC1,DCONTCIRC2,VCONFIG,CARGOBODY,VYEAR,MAKE,MODEL,STYLE,VLP_STATE,OCCUPANTS,VACTION,SEQEVENTS1,SEQEVENTS2,SEQEVENTS3,SEQEVENTS4,MOSTHARM,SPEEDLIMIT,TRAFCONT,FIXOBJSTR,MOSTDAMAGE,DAMAGE,CSEVERITY,MAJORCAUSE,CSURFCOND,DRUGALCREL,ROADTYPE,WZ_RELATED,FATALITIES,CRASH_YEAR,XCOORD,YCOORD,FROM_MEASURE,TO_MEASURE,ROUTEID,CRASH_DATETIME,CRASH_DATETIME_UTC,CRASH_DATETIME_UTC_OFFSET,REST_UPDATED,REST_UPDATED_UTC_OFFSET,GLOBALID
-10416825.5667,5114969.0865,250001,20191115612,1890810,20191115612,28,M,IA,1,-77.0,1,77,1,1,5,7,1,1,2015,Ford,FUS,4D,IA,1,10,33,6,77,77,33,65,1,28,1,4,5,20,2,8,1,,0,2019,452073,4615753,,,,,,,2024/08/09 13:53:33+00,,{21D9E806-1C53-44BF-9C08-D63ED4B5E444}
-10423911.5842,5116616.2663,250002,20191115613,1890811,20191115613,16,M,IA,1,-77.0,1,77,1,1,6,8,1,1,2008,FORD,MUSTANG GT,2D,IA,1,3,11,50,77,77,50,50,2,11,4,5,5,23,2,8,12,,0,2019,446785,4617016,,,,,,,2024/08/09 13:53:33+00,,{B3890D25-0518-4D8A-B743-DEF49D4161EA}
-10083667.4206,5089026.7853,250003,20191115614,1890812,20191115614,59,F,IA,77,-77.0,1,77,1,1,98,77,3,1,2013,Chevrolet,EQUINOX LS A,LL,IA,1,6,33,77,77,77,33,35,1,28,12,3,5,70,1,8,1,,0,2019,701671,4599067,,,,,,,2024/08/09 13:53:33+00,,{2ADA10A3-A423-4A79-AD0A-3869A6ADB322}
-10083667.4206,5089026.7853,250004,20191115614,1890813,20191115614,69,F,IL,77,-77.0,1,77,1,1,88,77,1,1,2014,Chrysler,300,4DR,IL,1,10,33,77,77,77,33,35,1,28,6,2,5,70,1,8,1,,0,2019,701671,4599067,,,,,,,2024/08/09 13:53:33+00,,{E836157B-736D-4D28-9DDF-119CF1AC115F}
-10179838.1361,5002660.0141,250005,20191115616,1890815,20191115616,66,M,IA,77,-77.0,77,77,1,1,88,77,2,77,2016,Ford,F150 Supercr,PK,IA,2,1,77,77,77,77,77,777,1,28,77,77,5,1,1,8,1,,0,2019,630738,4532628,,,,,,,2024/08/09 13:53:33+00,,{ED5FF158-EC72-4E7F-BB2D-AE9203BB3FEC}
-10205146.1689,5157763.541,250006,20191115617,1890816,20191115617,25,F,IA,77,-77.0,77,77,1,1,99,77,1,77,2009,Ford,Focus Sel,4D,IA,1,1,77,77,77,77,77,777,2,28,77,77,5,71,1,8,12,,0,2019,609822,4648242,,,,,,,2024/08/09 13:53:33+00,,{E1AD77CF-B19A-4EEC-BE52-076A00CA76BB}
-10356975.0987,5116029.2605,250007,20191115407,1890463,20191115407,49,F,IA,77,-77.0,1,77,1,1,88,77,1,1,2010,Chevrolet,COBALT LT,4D,IA,1,1,98,77,77,77,98,25,2,28,6,2,3,24,2,8,1,,0,2019,496814,4616382,,,,,,,2024/08/09 13:53:33+00,,{F35E867B-17FF-41C5-B060-0C4591E0E0EE}
-10140871.3349,5278795.6209,250008,20191115408,1890464,20191115408,64,M,IA,77,-77.0,1,77,4,1,98,77,2,1,2004,CHEV,SLV,PK,IA,1,1,1,65,77,77,65,20,1,26,1,2,5,42,1,8,1,,0,2019,655661,4738325,,,,,,,2024/08/09 13:53:33+00,,{9239DD7A-073A-478F-AB46-E0712C08A69D}
-10343003.4058,5166697.6398,250009,20191115409,1890465,20191115409,83,F,IA,77,-77.0,1,77,1,1,98,77,1,1,2013,Ford,ECP,SW,IA,1,2,33,77,77,77,33,35,2,28,2,3,5,70,2,8,12,,0,2019,507219,4654017,,,,,,,2024/08/09 13:53:33+00,,{53C73118-3A2F-4A65-9496-2A929AF89C97}
-10343003.4058,5166697.6398,250010,20191115409,1890466,20191115409,57,M,IA,77,-77.0,1,77,1,1,88,77,13,5,2015,Kenworth,NR,TRACTOR,IA,1,2,33,77,77,77,33,35,2,28,8,2,5,70,2,8,12,,0,2019,507219,4654017,,,,,,,2024/08/09 13:53:33+00,,{5608A056-CD33-442C-8C11-3B199BE2073C}
-10422370.7431,5092829.8479,250011,20191115410,1890467,20191115410,18,M,IA,77,-77.0,1,77,1,1,7,77,1,1,2004,Infiniti,G35,2D,IA,2,1,33,98,77,77,98,35,1,28,12,2,5,24,1,8,1,,0,2019,447808,4599275,,,,,,,2024/08/09 13:53:33+00,,{04232AEB-D5B9-42BC-AE7E-C708A89A3CE1}
-10422370.7431,5092829.8479,250012,20191115410,1890468,20191115410,27,M,IA,77,-77.0,1,77,1,1,88,77,4,1,2005,DODG,CVN,VN,IA,1,3,33,98,77,77,98,35,1,28,5,2,5,24,1,8,1,,0,2019,447808,4599275,,,,,,,2024/08/09 13:53:33+00,,{0DA84B9C-2D58-4186-9222-E855AD49C12A}
-10417213.4814,5105382.6921,250013,20191115411,1890469,20191115411,22,M,IA,77,-77.0,1,77,1,1,97,77,2,1,1994,Dodge,DAK,PK,IA,4,1,33,77,77,77,33,45,1,28,1,4,5,13,2,8,1,,0,2019,451735,4608611,,,,,,,2024/08/09 13:53:33+00,,{568A42A2-1237-43D4-9E30-71FA21227E24}
-10417213.4814,5105382.6921,250014,20191115411,1890470,20191115411,36,M,IA,77,-77.0,1,77,1,1,88,77,1,1,2017,CHEV,SPARK,HB,IA,1,1,33,77,77,77,33,45,1,28,2,5,5,13,2,8,1,,0,2019,451735,4608611,,,,,,,2024/08/09 13:53:33+00,,{99EB9406-330E-4FC9-8B11-5986338C0957}
-10416915.4793,5113206.9651,250015,20191115412,1890471,20191115412,24,M,IA,1,-77.0,1,77,1,1,7,77,1,1,2007,Honda,ACC,4D,IA,1,1,33,77,77,77,33,65,1,28,12,2,4,24,2,8,1,,0,2019,451997,4614441,,,,,,,2024/08/09 13:53:33+00,,{713A86D0-E2EA-4535-8F02-29A0409257B2}
-10416915.4793,5113206.9651,250016,20191115412,1890472,20191115412,41,M,IA,77,-77.0,1,77,1,1,88,77,3,1,2014,Chevrolet,EQUINOX LS A,LL,IA,1,1,33,77,77,77,33,65,1,28,6,2,4,24,2,8,1,,0,2019,451997,4614441,,,,,,,2024/08/09 13:53:33+00,,{50C57592-D595-4EEC-BF45-345B55522008}
-10465523.6985,5185336.588,250017,20191115413,1890473,20191115413,50,F,IA,77,-77.0,1,77,1,1,98,77,2,1,1977,Ford,F,UN,IA,1,2,98,77,77,77,98,25,1,28,7,1,5,70,2,8,1,,0,2019,416286,4668304,,,,,,,2024/08/09 13:53:33+00,,{E74CB999-5AE4-460D-B662-38F246364DAB}
-10465523.6985,5185336.588,250018,20191115413,1890474,20191115413,78,M,IA,77,-77.0,1,77,1,1,98,77,1,1,2003,Ford,TAU,4D,IA,1,1,98,77,77,77,98,25,1,28,9,2,5,70,2,8,1,,0,2019,416286,4668304,,,,,,,2024/08/09 13:53:33+00,,{760B11B1-248E-4350-968A-2AF0984D0915}
-10736069.6033,5237780.9529,250019,20191115706,1890966,20191115706,17,M,IA,77,-77.0,1,77,1,1,88,77,2,1,2003,DODG,R15,PK,IA,2,1,33,77,77,77,33,30,1,28,1,3,4,7,2,8,13,,0,2019,217073,4712224,,,,,,,2024/08/09 13:53:33+00,,{B323A31D-1A2D-4105-A398-8F588D0051B3}
-10356375.5846,5115640.0769,250020,20191115707,1890967,20191115707,43,F,IA,77,-77.0,1,77,2,1,88,77,3,1,2010,BUIC,ENC,SW,IA,1,1,98,77,77,77,98,25,1,28,9,2,5,19,1,8,1,,0,2019,497262,4616092,,,,,,,2024/08/09 13:53:33+00,,{2B5B5954-58AE-48B1-BC14-6002A3D42523}
-10356375.5846,5115640.0769,250021,20191115707,1890968,20191115707,30,M,IA,1,-77.0,1,77,99,1,10,77,17,1,2003,YMCL,YZFR6L,MC,IA,1,1,98,77,77,77,98,25,1,28,2,2,5,19,1,8,1,,0,2019,497262,4616092,,,,,,,2024/08/09 13:53:33+00,,{DE89C828-8D67-4CC6-B008-5842FCC0461B}
-10734125.3703,5236065.3339,250022,20191115708,1890969,20191115708,200,NR,XX,77,-77.0,77,77,98,99,8,77,3,1,2003,Ford,EXPE,EX,NE,3,8,3,63,77,77,63,777,1,24,12,4,5,23,2,8,1,,0,2019,218457,4710904,,,,,,,2024/08/09 13:53:33+00,,{79F0AF90-E2C1-4F9D-AF46-108120F3CEAB}
-10732464.6152,5235220.3898,250023,20191115710,1890972,20191115710,61,M,IA,77,-77.0,1,77,1,1,99,77,3,1,2013,CHEV,SLV,PK,IA,1,1,33,77,77,77,33,35,1,28,10,2,5,71,2,8,1,,0,2019,219658,4710233,,,,,,,2024/08/09 13:53:33+00,,{4B87DA90-969D-4656-9732-06F0491168A3}
-10732464.6152,5235220.3898,250024,20191115710,1890973,20191115710,39,F,IA,77,-77.0,1,77,1,1,99,77,3,1,2011,DODG,DUR,SW,IA,1,1,33,77,77,77,33,35,1,28,3,2,5,71,2,8,1,,0,2019,219658,4710233,,,,,,,2024/08/09 13:53:33+00,,{725A1B80-A8E8-4B91-AD01-50FB7DA4370B}
